experiment;time;measurement;value;unit;replicate
all;0;fucose;0;g/L;1
all;2;fucose;0;g/L;1
all;4;fucose;0;g/L;1
all;6;fucose;0;g/L;1
all;8;fucose;0;g/L;1
all;10;fucose;0;g/L;1
all;12;fucose;0;g/L;1
all;14;fucose;3.142412664;g/L;1
all;16;fucose;2.442407184;g/L;1
all;18;fucose;1.955790073;g/L;1
all;20;fucose;3.418684514;g/L;1
all;0;galactose;0;g/L;1
all;2;galactose;0;g/L;1
all;4;galactose;0.307809354;g/L;1
all;6;galactose;0;g/L;1
all;8;galactose;0;g/L;1
all;10;galactose;0;g/L;1
all;12;galactose;0;g/L;1
all;14;galactose;0;g/L;1
all;16;galactose;0;g/L;1
all;18;galactose;0;g/L;1
all;20;galactose;0;g/L;1
all;0;glucose;0;g/L;1
all;2;glucose;0;g/L;1
all;4;glucose;0.385454779;g/L;1
all;6;glucose;0;g/L;1
all;8;glucose;0;g/L;1
all;10;glucose;0;g/L;1
all;12;glucose;0;g/L;1
all;14;glucose;0;g/L;1
all;16;glucose;0;g/L;1
all;18;glucose;0;g/L;1
all;20;glucose;0;g/L;1
all;0;lactose;1.3338158;g/L;1
all;2;lactose;0.835576289;g/L;1
all;4;lactose;1.554160829;g/L;1
all;6;lactose;1.601106731;g/L;1
all;8;lactose;1.99227375;g/L;1
all;10;lactose;1.907416839;g/L;1
all;12;lactose;2.722338748;g/L;1
all;14;lactose;1.885366059;g/L;1
all;16;lactose;0;g/L;1
all;18;lactose;0;g/L;1
all;20;lactose;0;g/L;1
all;0;2fl;8;g/L;1
all;2;2fl;6.931885313;g/L;1
all;4;2fl;7.81074719;g/L;1
all;6;2fl;9.691553416;g/L;1
all;8;2fl;9.266332447;g/L;1
all;10;2fl;9.014780462;g/L;1
all;12;2fl;7.675573089;g/L;1
all;14;2fl;2.048795614;g/L;1
all;16;2fl;0;g/L;1
all;18;2fl;0;g/L;1
all;20;2fl;0;g/L;1
all;0;3sl;3.440686591;g/L;1
all;2;3sl;2.618484921;g/L;1
all;4;3sl;2.463571977;g/L;1
all;6;3sl;3.12109924;g/L;1
all;8;3sl;2.165133528;g/L;1
all;10;3sl;2.839887893;g/L;1
all;12;3sl;3.187201018;g/L;1
all;14;3sl;2.011222552;g/L;1
all;16;3sl;0;g/L;1
all;18;3sl;0;g/L;1
all;20;3sl;0;g/L;1
all;0;lnt;8.896883329;g/L;1
all;2;lnt;9.582558944;g/L;1
all;4;lnt;9.129271387;g/L;1
all;6;lnt;13.29227018;g/L;1
all;8;lnt;13.65803405;g/L;1
all;10;lnt;12.63253446;g/L;1
all;12;lnt;8.55085936;g/L;1
all;14;lnt;1.886821262;g/L;1
all;16;lnt;0;g/L;1
all;18;lnt;0;g/L;1
all;20;lnt;0;g/L;1
all;0;fucose;0;g/L;2
all;2;fucose;0;g/L;2
all;4;fucose;0;g/L;2
all;6;fucose;0;g/L;2
all;8;fucose;0;g/L;2
all;10;fucose;0.657363663;g/L;2
all;12;fucose;2.465868667;g/L;2
all;14;fucose;4.334062165;g/L;2
all;16;fucose;5.411709621;g/L;2
all;18;fucose;2.653387173;g/L;2
all;20;fucose;0;g/L;2
all;0;galactose;0;g/L;2
all;2;galactose;0;g/L;2
all;4;galactose;0;g/L;2
all;6;galactose;0;g/L;2
all;8;galactose;0;g/L;2
all;10;galactose;0.302569891;g/L;2
all;12;galactose;0;g/L;2
all;14;galactose;0;g/L;2
all;16;galactose;0;g/L;2
all;18;galactose;0;g/L;2
all;20;galactose;0;g/L;2
all;0;glucose;0;g/L;2
all;2;glucose;0;g/L;2
all;4;glucose;0;g/L;2
all;6;glucose;0;g/L;2
all;8;glucose;0;g/L;2
all;10;glucose;0.444128406;g/L;2
all;12;glucose;0.378861192;g/L;2
all;14;glucose;0;g/L;2
all;16;glucose;0;g/L;2
all;18;glucose;0;g/L;2
all;20;glucose;0;g/L;2
all;0;lactose;1.07559252;g/L;2
all;2;lactose;1.56243252;g/L;2
all;4;lactose;2.421939374;g/L;2
all;6;lactose;1.358559613;g/L;2
all;8;lactose;3.209955098;g/L;2
all;10;lactose;5.432351182;g/L;2
all;12;lactose;4.895655914;g/L;2
all;14;lactose;0;g/L;2
all;16;lactose;0;g/L;2
all;18;lactose;0;g/L;2
all;20;lactose;0;g/L;2
all;0;2fl;8;g/L;2
all;2;2fl;11.89336668;g/L;2
all;4;2fl;12.55823589;g/L;2
all;6;2fl;9.34771543;g/L;2
all;8;2fl;14.71542161;g/L;2
all;10;2fl;13.49281436;g/L;2
all;12;2fl;7.026760188;g/L;2
all;14;2fl;0;g/L;2
all;16;2fl;0;g/L;2
all;18;2fl;0;g/L;2
all;20;2fl;0;g/L;2
all;0;3sl;5.429115273;g/L;2
all;2;3sl;5.1820095;g/L;2
all;4;3sl;4.843310531;g/L;2
all;6;3sl;7.048329035;g/L;2
all;8;3sl;8.043363946;g/L;2
all;10;3sl;8.386447845;g/L;2
all;12;3sl;4.678275026;g/L;2
all;14;3sl;0;g/L;2
all;16;3sl;0;g/L;2
all;18;3sl;0;g/L;2
all;20;3sl;0;g/L;2
all;0;lnt;12.10348882;g/L;2
all;2;lnt;18.68734877;g/L;2
all;4;lnt;19.59139125;g/L;2
all;6;lnt;14.15947206;g/L;2
all;8;lnt;21.96130087;g/L;2
all;10;lnt;19.97067287;g/L;2
all;12;lnt;8.72018765;g/L;2
all;14;lnt;0;g/L;2
all;16;lnt;0;g/L;2
all;18;lnt;0;g/L;2
all;20;lnt;0;g/L;2
all;10;acetate;1.184334939;g/L;1
all;10;succinate;0.56671466;g/L;1
all;10;lactate;2.025486964;g/L;1
all;10;butyrate;0.074710107;g/L;1
all;18;acetate;3.342214403;g/L;1
all;18;succinate;0.709391986;g/L;1
all;18;lactate;7.774198552;g/L;1
all;18;butyrate;0;g/L;1
all;10;acetate;1.120463844;g/L;2
all;10;succinate;0.498243414;g/L;2
all;10;lactate;1.753951817;g/L;2
all;10;butyrate;0.06301764;g/L;2
all;18;acetate;3.916219809;g/L;2
all;18;succinate;0.661467067;g/L;2
all;18;lactate;8.060454342;g/L;2
all;18;butyrate;0;g/L;2
all;0;neuac;4.891659286;g/L;1
all;4;neuac;5.334039336;g/L;1
all;8;neuac;6.405763836;g/L;1
all;12;neuac;14.08164956;g/L;1
all;16;neuac;14.0325451;g/L;1
all;20;neuac;5.922513516;g/L;1
all;0;neuac;4.653591708;g/L;2
all;4;neuac;4.72529982;g/L;2
all;8;neuac;6.727670904;g/L;2
all;12;neuac;12.53602798;g/L;2
all;16;neuac;12.50874772;g/L;2
all;20;neuac;5.210109012;g/L;2
all;0;biomass;0.146133333;od600;1
all;2;biomass;0.143066665;od600;1
all;4;biomass;0.15853333;od600;1
all;6;biomass;0.219566668;od600;1
all;8;biomass;0.449266672;od600;1
all;10;biomass;1.815999995;od600;1
all;12;biomass;2.114333361;od600;1
all;14;biomass;2.222000013;od600;1
all;16;biomass;2.182833304;od600;1
all;18;biomass;2.220333318;od600;1
all;20;biomass;2.167166716;od600;1
all;0;biomass;0.140833333;od600;2
all;2;biomass;0.139166668;od600;2
all;4;biomass;0.148099999;od600;2
all;6;biomass;0.187233334;od600;2
all;8;biomass;0.359299997;od600;2
all;10;biomass;1.437999954;od600;2
all;12;biomass;2.235000034;od600;2
all;14;biomass;2.316499949;od600;2
all;16;biomass;2.115000039;od600;2
all;18;biomass;2.240833392;od600;2
all;20;biomass;2.185166394;od600;2
all;10;bbif;0.1511;relative abundance;na
all;10;bthe;0.1864;relative abundance;na
all;10;lsym;0.0225;relative abundance;na
all;10;ecol;0.5964;relative abundance;na
all;10;binf;0.0002;relative abundance;na
all;10;paci;0.0023;relative abundance;na
all;10;bbre;0.0411;relative abundance;na
all;10;shannon_diversity;1.139149153;adimensional;na
all;18;bbif;0.8325;relative abundance;na
all;18;bthe;0.041;relative abundance;na
all;18;lsym;0.0096;relative abundance;na
all;18;ecol;0.099;relative abundance;na
all;18;binf;0.0002;relative abundance;na
all;18;paci;0.0021;relative abundance;na
all;18;bbre;0.0157;relative abundance;na
all;18;shannon_diversity;0.637000498;adimensional;na
bbif;0;fucose;0;g/L;1
bbif;2;fucose;0;g/L;1
bbif;4;fucose;0;g/L;1
bbif;6;fucose;0;g/L;1
bbif;8;fucose;3.004924153;g/L;1
bbif;10;fucose;1.123349439;g/L;1
bbif;12;fucose;0.753694319;g/L;1
bbif;14;fucose;0;g/L;1
bbif;16;fucose;0;g/L;1
bbif;18;fucose;0;g/L;1
bbif;20;fucose;0;g/L;1
bbif;0;galactose;0;g/L;1
bbif;2;galactose;0;g/L;1
bbif;4;galactose;0;g/L;1
bbif;6;galactose;0;g/L;1
bbif;8;galactose;3.156427893;g/L;1
bbif;10;galactose;0.905781974;g/L;1
bbif;12;galactose;0.71838224;g/L;1
bbif;14;galactose;0;g/L;1
bbif;16;galactose;0;g/L;1
bbif;18;galactose;0;g/L;1
bbif;20;galactose;0;g/L;1
bbif;0;glucose;0;g/L;1
bbif;2;glucose;0;g/L;1
bbif;4;glucose;0;g/L;1
bbif;6;glucose;0;g/L;1
bbif;8;glucose;3.060047711;g/L;1
bbif;10;glucose;0.695724136;g/L;1
bbif;12;glucose;0.555974291;g/L;1
bbif;14;glucose;1.027249075;g/L;1
bbif;16;glucose;0;g/L;1
bbif;18;glucose;0;g/L;1
bbif;20;glucose;0;g/L;1
bbif;0;lactose;0.923474874;g/L;1
bbif;2;lactose;0.820676552;g/L;1
bbif;4;lactose;0.477308525;g/L;1
bbif;6;lactose;0.721531205;g/L;1
bbif;8;lactose;3.128971051;g/L;1
bbif;10;lactose;1.00058298;g/L;1
bbif;12;lactose;0.829011329;g/L;1
bbif;14;lactose;0.604344535;g/L;1
bbif;16;lactose;0;g/L;1
bbif;18;lactose;0;g/L;1
bbif;20;lactose;0;g/L;1
bbif;0;2fl;8;g/L;1
bbif;2;2fl;7.050486817;g/L;1
bbif;4;2fl;8.276370387;g/L;1
bbif;6;2fl;10.51509079;g/L;1
bbif;8;2fl;2.462466569;g/L;1
bbif;10;2fl;6.450169411;g/L;1
bbif;12;2fl;2.744692511;g/L;1
bbif;14;2fl;2.377135878;g/L;1
bbif;16;2fl;0;g/L;1
bbif;18;2fl;0;g/L;1
bbif;20;2fl;0;g/L;1
bbif;0;3sl;3.246478876;g/L;1
bbif;2;3sl;3.66440622;g/L;1
bbif;4;3sl;4.349592568;g/L;1
bbif;6;3sl;5.006839861;g/L;1
bbif;8;3sl;3.893298156;g/L;1
bbif;10;3sl;5.141927342;g/L;1
bbif;12;3sl;4.221963176;g/L;1
bbif;14;3sl;0;g/L;1
bbif;16;3sl;0;g/L;1
bbif;18;3sl;0;g/L;1
bbif;20;3sl;0;g/L;1
bbif;0;lnt;9.872818545;g/L;1
bbif;2;lnt;9.401889837;g/L;1
bbif;4;lnt;10.34202392;g/L;1
bbif;6;lnt;12.21199573;g/L;1
bbif;8;lnt;6.857239954;g/L;1
bbif;10;lnt;4.820685528;g/L;1
bbif;12;lnt;5.010477365;g/L;1
bbif;14;lnt;0;g/L;1
bbif;16;lnt;0;g/L;1
bbif;18;lnt;0;g/L;1
bbif;20;lnt;0;g/L;1
bbif;0;fucose;0;g/L;2
bbif;2;fucose;0;g/L;2
bbif;4;fucose;0;g/L;2
bbif;6;fucose;0;g/L;2
bbif;8;fucose;0;g/L;2
bbif;10;fucose;0;g/L;2
bbif;12;fucose;0;g/L;2
bbif;14;fucose;0;g/L;2
bbif;16;fucose;0;g/L;2
bbif;18;fucose;0;g/L;2
bbif;20;fucose;0;g/L;2
bbif;0;galactose;0;g/L;2
bbif;2;galactose;0;g/L;2
bbif;4;galactose;0;g/L;2
bbif;6;galactose;0;g/L;2
bbif;8;galactose;0;g/L;2
bbif;10;galactose;0;g/L;2
bbif;12;galactose;0;g/L;2
bbif;14;galactose;0;g/L;2
bbif;16;galactose;0;g/L;2
bbif;18;galactose;0;g/L;2
bbif;20;galactose;0;g/L;2
bbif;0;glucose;0;g/L;2
bbif;2;glucose;0;g/L;2
bbif;4;glucose;0;g/L;2
bbif;6;glucose;0;g/L;2
bbif;8;glucose;0;g/L;2
bbif;10;glucose;0;g/L;2
bbif;12;glucose;0;g/L;2
bbif;14;glucose;0;g/L;2
bbif;16;glucose;0;g/L;2
bbif;18;glucose;0;g/L;2
bbif;20;glucose;0;g/L;2
bbif;0;lactose;2.083263843;g/L;2
bbif;2;lactose;1.411393155;g/L;2
bbif;4;lactose;1.510875477;g/L;2
bbif;6;lactose;0.767114626;g/L;2
bbif;8;lactose;1.643147486;g/L;2
bbif;10;lactose;0;g/L;2
bbif;12;lactose;0;g/L;2
bbif;14;lactose;0;g/L;2
bbif;16;lactose;0;g/L;2
bbif;18;lactose;0;g/L;2
bbif;20;lactose;0;g/L;2
bbif;0;2fl;8;g/L;2
bbif;2;2fl;8.370590111;g/L;2
bbif;4;2fl;7.431613034;g/L;2
bbif;6;2fl;9.952203616;g/L;2
bbif;8;2fl;6.37320415;g/L;2
bbif;10;2fl;6.922376181;g/L;2
bbif;12;2fl;4.522619737;g/L;2
bbif;14;2fl;0;g/L;2
bbif;16;2fl;0;g/L;2
bbif;18;2fl;0;g/L;2
bbif;20;2fl;0;g/L;2
bbif;0;3sl;6.778111967;g/L;2
bbif;2;3sl;5.013826881;g/L;2
bbif;4;3sl;6.690054957;g/L;2
bbif;6;3sl;7.152892506;g/L;2
bbif;8;3sl;4.360496997;g/L;2
bbif;10;3sl;1.199900479;g/L;2
bbif;12;3sl;1.390478469;g/L;2
bbif;14;3sl;0;g/L;2
bbif;16;3sl;0;g/L;2
bbif;18;3sl;0;g/L;2
bbif;20;3sl;0;g/L;2
bbif;0;lnt;12.94361715;g/L;2
bbif;2;lnt;15.62850239;g/L;2
bbif;4;lnt;14.79694502;g/L;2
bbif;6;lnt;18.12418896;g/L;2
bbif;8;lnt;14.38123829;g/L;2
bbif;10;lnt;0;g/L;2
bbif;12;lnt;0;g/L;2
bbif;14;lnt;0;g/L;2
bbif;16;lnt;0;g/L;2
bbif;18;lnt;0;g/L;2
bbif;20;lnt;0;g/L;2
bbif;10;acetate;4.479869164;g/L;1
bbif;10;succinate;0.804525446;g/L;1
bbif;10;lactate;4.021277757;g/L;1
bbif;10;butyrate;0.073202996;g/L;1
bbif;18;acetate;6.910484314;g/L;1
bbif;18;succinate;0.912443203;g/L;1
bbif;18;lactate;4.596104944;g/L;1
bbif;18;butyrate;0.326799199;g/L;1
bbif;10;acetate;2.755569169;g/L;2
bbif;10;succinate;0.482528826;g/L;2
bbif;10;lactate;3.3049081;g/L;2
bbif;10;butyrate;0.041865579;g/L;2
bbif;18;acetate;5.506409388;g/L;2
bbif;18;succinate;0.497210763;g/L;2
bbif;18;lactate;4.71584279;g/L;2
bbif;18;butyrate;0.035259613;g/L;2
bbif;0;neuac;4.805516721;g/L;1
bbif;4;neuac;4.209313188;g/L;1
bbif;8;neuac;3.515615148;g/L;1
bbif;12;neuac;2.53508466;g/L;1
bbif;16;neuac;3.878832324;g/L;1
bbif;20;neuac;4.496925072;g/L;1
bbif;0;neuac;3.864802476;g/L;2
bbif;4;neuac;4.660606632;g/L;2
bbif;8;neuac;12.50874772;g/L;2
bbif;12;neuac;5.686344408;g/L;2
bbif;16;neuac;8.940489708;g/L;2
bbif;20;neuac;5.08384038;g/L;2
bbif;0;biomass;0.146299998;od600;1
bbif;2;biomass;0.169766669;od600;1
bbif;4;biomass;0.270433327;od600;1
bbif;6;biomass;0.43963332;od600;1
bbif;8;biomass;0.79370002;od600;1
bbif;10;biomass;1.64199998;od600;1
bbif;12;biomass;1.881166647;od600;1
bbif;14;biomass;2.008333306;od600;1
bbif;16;biomass;2.004666726;od600;1
bbif;18;biomass;2.022499988;od600;1
bbif;20;biomass;2.030166686;od600;1
bbif;0;biomass;0.152666668;od600;2
bbif;2;biomass;0.143766666;od600;2
bbif;4;biomass;0.164366667;od600;2
bbif;6;biomass;0.229133338;od600;2
bbif;8;biomass;0.436999997;od600;2
bbif;10;biomass;1.269166668;od600;2
bbif;12;biomass;1.356166651;od600;2
bbif;14;biomass;1.566499968;od600;2
bbif;16;biomass;1.758999974;od600;2
bbif;18;biomass;1.848166684;od600;2
bbif;20;biomass;1.739833355;od600;2
bbif;10;bbif;0.0001;relative abundance;na
bbif;10;bthe;0.2573;relative abundance;na
bbif;10;lsym;0.048;relative abundance;na
bbif;10;ecol;0.426;relative abundance;na
bbif;10;binf;0.1514;relative abundance;na
bbif;10;paci;0.0001;relative abundance;na
bbif;10;bbre;0.1171;relative abundance;na
bbif;10;shannon_diversity;1.397362227;adimensional;na
bbif;18;bbif;0.0005;relative abundance;na
bbif;18;bthe;0.3827;relative abundance;na
bbif;18;lsym;0.0879;relative abundance;na
bbif;18;ecol;0.218;relative abundance;na
bbif;18;binf;0.2805;relative abundance;na
bbif;18;paci;0.0001;relative abundance;na
bbif;18;bbre;0.0304;relative abundance;na
bbif;18;shannon_diversity;1.380873907;adimensional;na
bbre;0;fucose;0;g/L;1
bbre;2;fucose;0;g/L;1
bbre;4;fucose;0;g/L;1
bbre;6;fucose;0;g/L;1
bbre;8;fucose;0;g/L;1
bbre;10;fucose;2.205115043;g/L;1
bbre;12;fucose;4.947801272;g/L;1
bbre;14;fucose;3.815609538;g/L;1
bbre;16;fucose;3.634521447;g/L;1
bbre;18;fucose;0;g/L;1
bbre;20;fucose;0;g/L;1
bbre;0;galactose;0;g/L;1
bbre;2;galactose;0;g/L;1
bbre;4;galactose;0;g/L;1
bbre;6;galactose;0;g/L;1
bbre;8;galactose;0;g/L;1
bbre;10;galactose;0;g/L;1
bbre;12;galactose;0.987431721;g/L;1
bbre;14;galactose;0.981308899;g/L;1
bbre;16;galactose;2.450114564;g/L;1
bbre;18;galactose;0.761149712;g/L;1
bbre;20;galactose;0.331334127;g/L;1
bbre;0;glucose;0;g/L;1
bbre;2;glucose;0;g/L;1
bbre;4;glucose;0;g/L;1
bbre;6;glucose;0;g/L;1
bbre;8;glucose;0;g/L;1
bbre;10;glucose;0;g/L;1
bbre;12;glucose;0.825849392;g/L;1
bbre;14;glucose;0.813603747;g/L;1
bbre;16;glucose;2.911206035;g/L;1
bbre;18;glucose;1.332089726;g/L;1
bbre;20;glucose;0.577510674;g/L;1
bbre;0;lactose;2.2597315;g/L;1
bbre;2;lactose;1.910087714;g/L;1
bbre;4;lactose;1.785279321;g/L;1
bbre;6;lactose;2.528935372;g/L;1
bbre;8;lactose;4.924240128;g/L;1
bbre;10;lactose;12.98230293;g/L;1
bbre;12;lactose;15.77159252;g/L;1
bbre;14;lactose;9.104572067;g/L;1
bbre;16;lactose;2.943937813;g/L;1
bbre;18;lactose;1.291426874;g/L;1
bbre;20;lactose;0.605531366;g/L;1
bbre;0;2fl;8;g/L;1
bbre;2;2fl;13.91839636;g/L;1
bbre;4;2fl;14.85569943;g/L;1
bbre;6;2fl;13.24976475;g/L;1
bbre;8;2fl;9.591521558;g/L;1
bbre;10;2fl;7.195790695;g/L;1
bbre;12;2fl;0.378896377;g/L;1
bbre;14;2fl;0;g/L;1
bbre;16;2fl;0;g/L;1
bbre;18;2fl;0;g/L;1
bbre;20;2fl;0;g/L;1
bbre;0;3sl;3.16272524;g/L;1
bbre;2;3sl;7.332829319;g/L;1
bbre;4;3sl;6.640706993;g/L;1
bbre;6;3sl;4.183211168;g/L;1
bbre;8;3sl;6.389342425;g/L;1
bbre;10;3sl;1.364343161;g/L;1
bbre;12;3sl;1.621595371;g/L;1
bbre;14;3sl;0.794243019;g/L;1
bbre;16;3sl;0.820894836;g/L;1
bbre;18;3sl;0;g/L;1
bbre;20;3sl;0;g/L;1
bbre;0;lnt;6.062146284;g/L;1
bbre;2;lnt;11.90542991;g/L;1
bbre;4;lnt;12.52343184;g/L;1
bbre;6;lnt;10.790547;g/L;1
bbre;8;lnt;4.842064368;g/L;1
bbre;10;lnt;2.891455001;g/L;1
bbre;12;lnt;1.426725803;g/L;1
bbre;14;lnt;0.427731849;g/L;1
bbre;16;lnt;0;g/L;1
bbre;18;lnt;0;g/L;1
bbre;20;lnt;0;g/L;1
bbre;0;fucose;0;g/L;2
bbre;2;fucose;0;g/L;2
bbre;4;fucose;0;g/L;2
bbre;6;fucose;0;g/L;2
bbre;8;fucose;1.23452052;g/L;2
bbre;10;fucose;2.642865184;g/L;2
bbre;12;fucose;1.43062053;g/L;2
bbre;14;fucose;1.824957211;g/L;2
bbre;16;fucose;2.633002097;g/L;2
bbre;18;fucose;2.528775622;g/L;2
bbre;20;fucose;1.838771079;g/L;2
bbre;0;galactose;0;g/L;2
bbre;2;galactose;0;g/L;2
bbre;4;galactose;0;g/L;2
bbre;6;galactose;0.153510194;g/L;2
bbre;8;galactose;1.304082649;g/L;2
bbre;10;galactose;0.742236592;g/L;2
bbre;12;galactose;0.95147536;g/L;2
bbre;14;galactose;0.085717658;g/L;2
bbre;16;galactose;0;g/L;2
bbre;18;galactose;0.193436896;g/L;2
bbre;20;galactose;0;g/L;2
bbre;0;glucose;0;g/L;2
bbre;2;glucose;0;g/L;2
bbre;4;glucose;0;g/L;2
bbre;6;glucose;0.127456119;g/L;2
bbre;8;glucose;1.156225698;g/L;2
bbre;10;glucose;1.109981802;g/L;2
bbre;12;glucose;1.786901568;g/L;2
bbre;14;glucose;1.722615063;g/L;2
bbre;16;glucose;1.042057868;g/L;2
bbre;18;glucose;0;g/L;2
bbre;20;glucose;0;g/L;2
bbre;0;lactose;3.097437032;g/L;2
bbre;2;lactose;1.197736795;g/L;2
bbre;4;lactose;1.225763677;g/L;2
bbre;6;lactose;2.013109776;g/L;2
bbre;8;lactose;4.167446406;g/L;2
bbre;10;lactose;7.424832639;g/L;2
bbre;12;lactose;1.004074057;g/L;2
bbre;14;lactose;0.373939324;g/L;2
bbre;16;lactose;0;g/L;2
bbre;18;lactose;0;g/L;2
bbre;20;lactose;0;g/L;2
bbre;0;2fl;8;g/L;2
bbre;2;2fl;7.771103466;g/L;2
bbre;4;2fl;7.290454808;g/L;2
bbre;6;2fl;6.236006266;g/L;2
bbre;8;2fl;1.509612461;g/L;2
bbre;10;2fl;0;g/L;2
bbre;12;2fl;0;g/L;2
bbre;14;2fl;0;g/L;2
bbre;16;2fl;0;g/L;2
bbre;18;2fl;0;g/L;2
bbre;20;2fl;0;g/L;2
bbre;0;3sl;3.813447692;g/L;2
bbre;2;3sl;3.941712595;g/L;2
bbre;4;3sl;2.183530297;g/L;2
bbre;6;3sl;2.528114678;g/L;2
bbre;8;3sl;0.498185919;g/L;2
bbre;10;3sl;0;g/L;2
bbre;12;3sl;0;g/L;2
bbre;14;3sl;0;g/L;2
bbre;16;3sl;0;g/L;2
bbre;18;3sl;0;g/L;2
bbre;20;3sl;0;g/L;2
bbre;0;lnt;6.157363018;g/L;2
bbre;2;lnt;5.757712607;g/L;2
bbre;4;lnt;6.057465375;g/L;2
bbre;6;lnt;4.563067007;g/L;2
bbre;8;lnt;0.307833767;g/L;2
bbre;10;lnt;0;g/L;2
bbre;12;lnt;0;g/L;2
bbre;14;lnt;0;g/L;2
bbre;16;lnt;0;g/L;2
bbre;18;lnt;0;g/L;2
bbre;20;lnt;0;g/L;2
bbre;10;acetate;1.639610289;g/L;1
bbre;10;succinate;1.034536096;g/L;1
bbre;10;lactate;1.186515208;g/L;1
bbre;10;butyrate;0.07765021;g/L;1
bbre;18;acetate;3.685821837;g/L;1
bbre;18;succinate;3.916756795;g/L;1
bbre;18;lactate;2.679867749;g/L;1
bbre;18;butyrate;0.041269528;g/L;1
bbre;10;acetate;1.913804078;g/L;2
bbre;10;succinate;0.861778519;g/L;2
bbre;10;lactate;2.395374886;g/L;2
bbre;10;butyrate;0.055099129;g/L;2
bbre;18;acetate;3.844201777;g/L;2
bbre;18;succinate;0.983456067;g/L;2
bbre;18;lactate;7.854639664;g/L;2
bbre;18;butyrate;0.048357276;g/L;2
bbre;0;neuac;3.484719209;g/L;1
bbre;4;neuac;4.069794144;g/L;1
bbre;8;neuac;4.541352924;g/L;1
bbre;12;neuac;9.022330488;g/L;1
bbre;16;neuac;12.22347414;g/L;1
bbre;20;neuac;6.800158452;g/L;1
bbre;0;neuac;2.911552248;g/L;2
bbre;4;neuac;3.896759352;g/L;2
bbre;8;neuac;12.0254974;g/L;2
bbre;12;neuac;13.23050545;g/L;2
bbre;16;neuac;10.76670826;g/L;2
bbre;20;neuac;9.176658816;g/L;2
bbre;0;biomass;0.169266671;od600;1
bbre;2;biomass;0.1881;od600;1
bbre;4;biomass;0.222466667;od600;1
bbre;6;biomass;0.298133334;od600;1
bbre;8;biomass;0.331333329;od600;1
bbre;10;biomass;0.820500006;od600;1
bbre;12;biomass;1.053499977;od600;1
bbre;14;biomass;1.360333314;od600;1
bbre;16;biomass;1.691166659;od600;1
bbre;18;biomass;1.893666635;od600;1
bbre;20;biomass;1.954166641;od600;1
